variant,coin,entry_ts,direction,tag,pnl_pct,pnl_usd,win
R3_recross_24h_x2,VET,2024-11-28 10:00:00+00:00,LONG,ORIG,-1.5,-37.5,False
R3_recross_24h_x2,VET,2025-02-07 13:00:00+00:00,SHORT,ORIG,-1.5,-37.5,False
R3_recross_24h_x2,VET,2025-02-28 19:00:00+00:00,SHORT,ORIG,0.0,0.0,False
R3_recross_24h_x2,VET,2025-03-10 12:00:00+00:00,SHORT,ORIG,2.5,62.5,True
R3_recross_24h_x2,VET,2025-05-26 07:00:00+00:00,SHORT,ORIG,1.5,37.5,True
R3_recross_24h_x2,VET,2025-06-06 10:00:00+00:00,SHORT,ORIG,-1.5,-37.5,False
R3_recross_24h_x2,VET,2025-07-18 19:00:00+00:00,LONG,ORIG,-1.5,-37.5,False
R3_recross_24h_x2,VET,2025-08-03 13:00:00+00:00,SHORT,ORIG,-1.5,-37.5,False
R3_recross_24h_x2,VET,2025-11-05 15:00:00+00:00,SHORT,ORIG,0.0,0.0,False
R3_recross_24h_x2,VET,2025-11-05 20:00:00+00:00,SHORT,ORIG,1.5,37.5,True
R3_recross_24h_x2,VET,2025-11-17 11:00:00+00:00,SHORT,ORIG,3.0,75.0,True
R3_recross_24h_x2,VET,2025-11-20 09:00:00+00:00,SHORT,ORIG,0.0,0.0,False
R3_recross_24h_x2,VET,2025-12-08 12:00:00+00:00,SHORT,ORIG,0.0,0.0,False
R3_recross_24h_x2,VET,2025-12-19 14:00:00+00:00,SHORT,ORIG,-1.5,-37.5,False
R3_recross_24h_x2,VET,2026-02-01 08:00:00+00:00,SHORT,ORIG,0.0,0.0,False
R3_recross_24h_x2,VET,2026-02-02 17:00:00+00:00,SHORT,ORIG,2.5,62.5,True
R3_recross_24h_x2,VET,2026-02-02 19:00:00+00:00,SHORT,ORIG,1.5,37.5,True
R3_recross_24h_x2,VET,2026-07-01 11:00:00+00:00,SHORT,ORIG,-1.5,-37.5,False
R3_recross_24h_x2,GMX,2024-07-05 21:00:00+00:00,SHORT,ORIG,-1.5,-37.5,False
R3_recross_24h_x2,GMX,2024-08-15 08:00:00+00:00,LONG,ORIG,0.0,0.0,False
R3_recross_24h_x2,GMX,2024-08-18 18:00:00+00:00,SHORT,ORIG,-1.5,-37.5,False
R3_recross_24h_x2,GMX,2024-09-07 15:00:00+00:00,SHORT,ORIG,1.5,37.5,True
R3_recross_24h_x2,GMX,2024-10-04 12:00:00+00:00,SHORT,ORIG,2.0,50.0,True
R3_recross_24h_x2,GMX,2025-01-10 10:00:00+00:00,SHORT,ORIG,0.0,0.0,False
R3_recross_24h_x2,GMX,2025-01-24 16:00:00+00:00,SHORT,ORIG,1.5,37.5,True
R3_recross_24h_x2,GMX,2025-01-29 12:00:00+00:00,SHORT,ORIG,0.0,0.0,False
R3_recross_24h_x2,GMX,2025-02-03 18:00:00+00:00,SHORT,ORIG,-1.5,-37.5,False
R3_recross_24h_x2,GMX,2025-03-13 10:00:00+00:00,SHORT,ORIG,0.0,0.0,False
R3_recross_24h_x2,GMX,2025-03-22 21:00:00+00:00,SHORT,ORIG,-1.5,-37.5,False
R3_recross_24h_x2,GMX,2025-04-07 08:00:00+00:00,SHORT,ORIG,2.5,62.5,True
R3_recross_24h_x2,GMX,2025-08-02 20:00:00+00:00,SHORT,ORIG,1.5,37.5,True
R3_recross_24h_x2,GMX,2025-08-23 10:00:00+00:00,LONG,ORIG,1.5,37.5,True
R3_recross_24h_x2,GMX,2025-09-14 13:00:00+00:00,LONG,ORIG,0.0,0.0,False
R3_recross_24h_x2,GMX,2025-09-25 08:00:00+00:00,LONG,ORIG,1.5,37.5,True
R3_recross_24h_x2,GMX,2025-10-23 11:00:00+00:00,SHORT,ORIG,-1.5,-37.5,False
R3_recross_24h_x2,GMX,2025-10-30 09:00:00+00:00,SHORT,ORIG,7.0,175.0,True
R3_recross_24h_x2,GMX,2025-11-05 15:00:00+00:00,SHORT,ORIG,0.0,0.0,False
R3_recross_24h_x2,GMX,2025-12-18 13:00:00+00:00,SHORT,ORIG,0.0,0.0,False
R3_recross_24h_x2,GMX,2025-12-31 09:00:00+00:00,SHORT,ORIG,3.0,75.0,True
R3_recross_24h_x2,GMX,2026-01-26 08:00:00+00:00,SHORT,ORIG,-1.5,-37.5,False
R3_recross_24h_x2,GMX,2026-02-02 16:00:00+00:00,SHORT,ORIG,0.0,0.0,False
R3_recross_24h_x2,GMX,2026-02-04 08:00:00+00:00,SHORT,ORIG,1.5,37.5,True
R3_recross_24h_x2,GMX,2026-05-01 15:00:00+00:00,LONG,ORIG,0.0,0.0,False
