coin,method,side,entry_dt,entry,exit_dt,exit,reason,pnl_pct,pnl_usd
ETH,QR7_A,L,2025-09-28T01:50:00.000,3995.93,2025-09-28T02:35:00.000,4008.2534965325794,VWAP,0.2084,5.21
ETH,QR7_A,L,2025-09-28T09:15:00.000,3991.18,2025-09-28T12:40:00.000,3979.0229978470306,SL,-0.4046,-10.11
ETH,QR7_A,L,2025-09-28T12:50:00.000,3973.15,2025-09-28T13:25:00.000,3997.1436286998096,VWAP,0.5039,12.6
ETH,QR7_A,S,2025-09-28T14:30:00.000,4019.98,2025-09-28T16:05:00.000,4037.838819965918,SL,-0.5443,-13.61
ETH,QR7_A,S,2025-09-28T16:15:00.000,4032.8,2025-09-28T20:35:00.000,4053.1135838830996,SL,-0.6037,-15.09
ETH,QR7_A,S,2025-09-28T21:00:00.000,4049.6,2025-09-28T22:05:00.000,4075.8579428470416,SL,-0.7484,-18.71
ETH,QR7_A,L,2025-09-29T01:05:00.000,4120.91,2025-09-29T01:05:00.000,4131.960557868086,VWAP,0.1682,4.2
ETH,QR7_A,L,2025-09-29T01:35:00.000,4122.28,2025-09-29T02:25:00.000,4126.34700587409,VWAP,-0.0013,-0.03
ETH,QR7_A,L,2025-09-29T02:50:00.000,4107.35,2025-09-29T04:20:00.000,4121.408108047676,VWAP,0.2423,6.06
ETH,QR7_A,L,2025-09-29T06:15:00.000,4097.99,2025-09-29T08:00:00.000,4115.160616915132,VWAP,0.319,7.98
ETH,QR7_A,L,2025-09-29T11:15:00.000,4093.27,2025-09-29T12:20:00.000,4115.8541740058745,VWAP,0.4517,11.29
ETH,QR7_A,L,2025-09-29T13:00:00.000,4095.87,2025-09-29T13:35:00.000,4113.5680084201185,VWAP,0.3321,8.3
ETH,QR7_A,S,2025-09-29T14:00:00.000,4166.98,2025-09-29T16:55:00.000,4138.88542114827,VWAP,0.5742,14.36
ETH,QR7_A,S,2025-09-29T21:15:00.000,4213.44,2025-09-29T23:55:00.000,4212.98,EOD,-0.0891,-2.23
ETH,QR7_A,L,2025-09-30T01:50:00.000,4200.23,2025-09-30T02:45:00.000,4208.466673186495,VWAP,0.0961,2.4
ETH,QR7_A,L,2025-09-30T03:15:00.000,4194.71,2025-09-30T05:15:00.000,4176.278447909379,SL,-0.5394,-13.48
ETH,QR7_A,L,2025-09-30T05:50:00.000,4177.44,2025-09-30T06:40:00.000,4199.839281353583,VWAP,0.4362,10.9
ETH,QR7_A,L,2025-09-30T07:45:00.000,4176.08,2025-09-30T09:10:00.000,4159.100653446324,SL,-0.5066,-12.66
ETH,QR7_A,L,2025-09-30T09:20:00.000,4162.77,2025-09-30T09:55:00.000,4134.600451656936,SL,-0.7767,-19.42
ETH,QR7_A,L,2025-09-30T10:10:00.000,4146.31,2025-09-30T14:25:00.000,4119.968436517477,SL,-0.7353,-18.38
ETH,QR7_A,L,2025-09-30T14:35:00.000,4122.32,2025-09-30T19:50:00.000,4155.255277468644,VWAP,0.699,17.47
ETH,QR7_A,S,2025-10-01T01:30:00.000,4151.01,2025-10-01T01:45:00.000,4165.980342775374,SL,-0.4606,-11.52
ETH,QR7_A,S,2025-10-01T02:00:00.000,4168.68,2025-10-01T02:45:00.000,4150.723861833268,VWAP,0.3307,8.27
ETH,QR7_A,L,2025-10-01T06:50:00.000,4126.51,2025-10-01T07:50:00.000,4144.056552171831,VWAP,0.3252,8.13
ETH,QR7_A,L,2025-10-02T01:05:00.000,4335.73,2025-10-02T01:20:00.000,4354.835405551962,VWAP,0.3407,8.52
ETH,QR7_A,S,2025-10-02T01:50:00.000,4381.08,2025-10-02T02:10:00.000,4363.759880505548,VWAP,0.2953,7.38
ETH,QR7_A,S,2025-10-02T06:30:00.000,4400.03,2025-10-02T07:45:00.000,4378.844053187951,VWAP,0.3815,9.54
ETH,QR7_A,S,2025-10-02T13:05:00.000,4401.66,2025-10-02T13:15:00.000,4380.888591832217,VWAP,0.3719,9.3
ETH,QR7_A,S,2025-10-02T14:05:00.000,4415.1,2025-10-02T14:40:00.000,4383.992053119315,VWAP,0.6046,15.11
ETH,QR7_A,L,2025-10-02T15:10:00.000,4371.72,2025-10-02T15:10:00.000,4381.764545629769,VWAP,0.1298,3.24
ETH,QR7_A,S,2025-10-02T16:30:00.000,4439.15,2025-10-02T17:40:00.000,4471.713251462867,SL,-0.8335,-20.84
ETH,QR7_A,S,2025-10-02T20:10:00.000,4487.3,2025-10-02T23:55:00.000,4481.7,EOD,0.0248,0.62
ETH,QR7_A,S,2025-10-03T01:05:00.000,4473.61,2025-10-03T01:05:00.000,4469.103401992069,VWAP,0.0007,0.02
ETH,QR7_A,L,2025-10-03T01:15:00.000,4469.73,2025-10-03T01:15:00.000,4468.960786611981,VWAP,-0.1172,-2.93
ETH,QR7_A,L,2025-10-03T01:30:00.000,4466.6,2025-10-03T01:30:00.000,4468.400579621023,VWAP,-0.0597,-1.49
ETH,QR7_A,S,2025-10-03T01:40:00.000,4472.23,2025-10-03T01:50:00.000,4468.805433689448,VWAP,-0.0234,-0.59
ETH,QR7_A,S,2025-10-03T02:20:00.000,4486.26,2025-10-03T02:35:00.000,4504.594925724093,SL,-0.5087,-12.72
ETH,QR7_A,S,2025-10-03T02:45:00.000,4501.8,2025-10-03T03:00:00.000,4522.47690104577,SL,-0.5593,-13.98
ETH,QR7_A,S,2025-10-03T03:10:00.000,4542.47,2025-10-03T03:55:00.000,4503.650272049217,VWAP,0.7546,18.86
ETH,QR7_A,L,2025-10-03T08:20:00.000,4433.65,2025-10-03T10:25:00.000,4483.10198900567,VWAP,1.0154,25.38
ETH,QR7_A,S,2025-10-03T16:10:00.000,4538.33,2025-10-03T16:35:00.000,4569.323352521934,SL,-0.7829,-19.57
ETH,QR7_A,S,2025-10-03T16:50:00.000,4554.01,2025-10-03T17:00:00.000,4494.010373630557,VWAP,1.2175,30.44
