coin,method,side,entry_dt,entry,exit_dt,exit,reason,pnl_pct,pnl_usd
BNB,M4_GoldenPocket,L,2025-08-21 20:00:00+00:00,847.646,2025-08-25 20:00:00+00:00,847.646,BE,2.0763,51.91
BNB,M4_GoldenPocket,L,2025-08-24 08:00:00+00:00,863.72564,2025-08-25 20:00:00+00:00,839.63,SL,-2.8897,-72.24
BNB,M4_GoldenPocket,L,2025-09-22 00:00:00+00:00,1022.84031,2025-09-22 16:00:00+00:00,981.59,SL,-4.1329,-103.32
BNB,M4_GoldenPocket,L,2025-10-10 20:00:00+00:00,1081.4837900000002,2025-10-11 00:00:00+00:00,1081.4837900000002,BE,5.0737,126.84
BNB,M4_GoldenPocket,L,2025-10-09 12:00:00+00:00,1237.1853099999998,2025-10-10 20:00:00+00:00,1102.85,SL,-10.9581,-273.95
BNB,M4_GoldenPocket,L,2025-10-19 00:00:00+00:00,1075.99,2025-10-21 04:00:00+00:00,1075.99,BE,2.4553,61.38
BNB,M4_GoldenPocket,L,2025-10-24 12:00:00+00:00,1105.935,2025-10-28 20:00:00+00:00,1105.935,BE,2.3371,58.43
BNB,M4_GoldenPocket,L,2025-11-11 16:00:00+00:00,961.5401999999999,2025-11-13 16:00:00+00:00,913.74,SL,-5.0712,-126.78
BNB,M4_GoldenPocket,S,2025-06-23 16:00:00+00:00,630.5873099999999,2025-06-24 20:00:00+00:00,643.3,SL,-2.116,-52.9
BNB,M4_GoldenPocket,S,2025-07-25 12:00:00+00:00,780.5884599999999,2025-07-27 04:00:00+00:00,796.83,SL,-2.1807,-54.52
BNB,M4_GoldenPocket,S,2025-07-31 16:00:00+00:00,813.775,2025-08-09 08:00:00+00:00,813.775,BE,2.8483,71.21
BNB,M4_GoldenPocket,S,2025-08-06 16:00:00+00:00,777.70463,2025-08-09 00:00:00+00:00,797.39,SL,-2.6312,-65.78
BNB,M4_GoldenPocket,S,2025-09-24 00:00:00+00:00,1023.7,2025-09-29 20:00:00+00:00,1023.7,BE,2.8589,71.47
BNB,M4_GoldenPocket,S,2025-10-02 00:00:00+00:00,1043.2229,2025-10-02 16:00:00+00:00,1074.62,SL,-3.1096,-77.74
BNB,M4_GoldenPocket,S,2025-09-27 12:00:00+00:00,989.8501100000001,2025-09-29 16:00:00+00:00,1020.56,SL,-3.2025,-80.06
BNB,M4_GoldenPocket,S,2025-10-11 16:00:00+00:00,1125.07429,2025-10-12 12:00:00+00:00,1301.48,SL,-15.7795,-394.49
NEAR,M1_55EMA,L,2025-06-25 20:00:00+00:00,2.149,2025-06-26 08:00:00+00:00,2.0977400278678116,SL,-2.4853,-62.13
NEAR,M1_55EMA,S,2025-06-27 20:00:00+00:00,2.067,2025-06-28 16:00:00+00:00,2.1429782048821693,SL,-3.7758,-94.39
NEAR,M1_55EMA,L,2025-06-30 16:00:00+00:00,2.152,2025-06-30 16:00:00+00:00,2.1153230012695228,SL,-1.8043,-45.11
NEAR,M1_55EMA,L,2025-07-01 04:00:00+00:00,2.141,2025-07-01 04:00:00+00:00,2.0966184889902117,SL,-2.1729,-54.32
NEAR,M1_55EMA,L,2025-07-04 12:00:00+00:00,2.185,2025-07-04 12:00:00+00:00,2.1443772990093843,SL,-1.9592,-48.98
NEAR,M1_55EMA,S,2025-07-06 00:00:00+00:00,2.147,2025-07-06 12:00:00+00:00,2.1722224804396095,SL,-1.2748,-31.87
NEAR,M1_55EMA,L,2025-08-11 12:00:00+00:00,2.658,2025-08-11 16:00:00+00:00,2.625709266602384,SL,-1.3149,-32.87
NEAR,M1_55EMA,L,2025-08-14 16:00:00+00:00,2.817,2025-08-14 20:00:00+00:00,2.7064319242146078,SL,-4.025,-100.63
NEAR,M1_55EMA,L,2025-08-15 04:00:00+00:00,2.799,2025-08-15 12:00:00+00:00,2.6653399006922354,SL,-4.8753,-121.88
NEAR,M1_55EMA,L,2025-08-24 16:00:00+00:00,2.63,2025-08-24 16:00:00+00:00,2.7733353597132986,TP,5.35,133.75
NEAR,M1_55EMA,L,2025-08-25 04:00:00+00:00,2.651,2025-08-25 04:00:00+00:00,2.578128501222646,SL,-2.8488,-71.22
NEAR,M1_55EMA,S,2025-08-27 08:00:00+00:00,2.515,2025-08-31 20:00:00+00:00,2.374912113203472,TP,5.4701,136.75
NEAR,M1_55EMA,S,2025-09-03 04:00:00+00:00,2.445,2025-09-03 16:00:00+00:00,2.484603671997646,SL,-1.7198,-42.99
NEAR,M1_55EMA,S,2025-09-05 16:00:00+00:00,2.395,2025-09-08 00:00:00+00:00,2.4910949830589675,SL,-4.1123,-102.81
NEAR,M1_55EMA,S,2025-09-29 04:00:00+00:00,2.809,2025-09-29 08:00:00+00:00,2.725735103897576,TP,2.8642,71.61
NEAR,M1_55EMA,S,2025-09-29 16:00:00+00:00,2.786,2025-09-30 04:00:00+00:00,2.666103689235778,TP,4.2035,105.09
NEAR,M1_55EMA,L,2025-10-08 00:00:00+00:00,2.946,2025-10-09 00:00:00+00:00,2.8814840204869254,SL,-2.29,-57.25
NEAR,M1_55EMA,S,2025-10-21 20:00:00+00:00,2.299,2025-10-22 20:00:00+00:00,2.1368055429561497,TP,6.955,173.88
NEAR,M1_55EMA,S,2025-10-24 16:00:00+00:00,2.215,2025-10-26 08:00:00+00:00,2.319205891224423,SL,-4.8046,-120.11
NEAR,M1_55EMA,L,2025-10-28 04:00:00+00:00,2.315,2025-10-28 12:00:00+00:00,2.2858680691006827,SL,-1.3584,-33.96
NEAR,M1_55EMA,L,2025-11-13 00:00:00+00:00,2.532,2025-11-13 16:00:00+00:00,2.4439071977036635,SL,-3.5792,-89.48
NEAR,M2_StochRSI,S,2025-06-28 03:00:00+00:00,2.113,2025-06-28 17:00:00+00:00,2.153590850039171,SL,-2.021,-50.53
NEAR,M2_StochRSI,L,2025-06-29 07:00:00+00:00,2.144,2025-06-29 15:00:00+00:00,2.116734210668442,SL,-1.3717,-34.29
NEAR,M2_StochRSI,L,2025-06-30 13:00:00+00:00,2.158,2025-06-30 18:00:00+00:00,2.1189745284842236,SL,-1.9084,-47.71
NEAR,M2_StochRSI,S,2025-07-02 08:00:00+00:00,2.162,2025-07-02 16:00:00+00:00,2.2014390637585803,SL,-1.9242,-48.1
NEAR,M2_StochRSI,L,2025-07-03 15:00:00+00:00,2.292,2025-07-04 04:00:00+00:00,2.239981027207447,SL,-2.3696,-59.24
NEAR,M2_StochRSI,L,2025-07-04 09:00:00+00:00,2.186,2025-07-04 15:00:00+00:00,2.1447889023103817,SL,-1.9852,-49.63
NEAR,M2_StochRSI,S,2025-07-05 02:00:00+00:00,2.122,2025-07-05 23:00:00+00:00,2.1593992138568865,SL,-1.8625,-46.56
